SIMtype,Text
ham,Wife.how she knew the time of murdeareexactly
spam,Send a logo 2 uareloveare- 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,Howz that persons story
ham,Thanx 4 sending me home...
ham,Its normally hot mail. Com yoyou see!
spam,"You've won tkts to the EURO2004 CUP FINAL oare£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,you sick still can go shopping?
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and uarerite here its too cold, wearing sweatter.."
ham,Nice.nice.how is it working?
ham,1's reach home call me.
ham,Were trying to find a Chinese food place around here
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,BABE !!! I miiiiiiissssssssss yoyou ! I need yoyou !!! I crave yoyou !!! :-( ... Geeee ... I'm so sad without yoyou babe ... I love yoyou ...
ham,Ok thanx...
ham,aathi..where are yoyou dear..
ham,"Tunji, how's the queen? how are yoyou doing. This is just wishing yoyou a great day. Abiola."
ham,Today iZ Yellow rose day. If you love my frndship give me 1 misscall &amp; send this to uarefrndZ &amp; See how many miss calls you get. If you get 6missed you marry uareLover.
ham,Will be out of class in a few hours. Sorry
ham,Wat time you finish uarelect today?
spam,"Free-message: Jamster!Get the crazy frog sound now! Foarepoly text MAD1, foarereal text MAD2 to 88888. 6 crazy sounds foarejust 3 GBP/week! 16+only! T&C's apply"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. Aftearelunch she invited me to heareapartment. We went there. She said,'' do you mind if I go into the bedroom foarea minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latarewid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam,"YOUareCHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p pearemin NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,She's fine. Good to heaarefrom you. How are yoyou my dear? Happy new yeaareoh.
ham,Are yoyou going to wipro interview today?
ham,how tall are yoyou princess?
ham,I doubt yoyou could handle 5 times pearenight in any case...
ham,Haha... Hope ü can heaarethe receipt sound... Gd luck!
ham,Youaregonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,"Japanese Proverb: If one Can do it, you too Can do it, If none Can do it,you must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Today i'm not workin but not free oso... Gee... Thgt you workin at uarefren's shop ? 
ham,In life when yoyou face choices Just toss a coin not becoz its settle the question But while the coin in the aiareyou will know what youareheart is hoping for. Gudni8
ham,"Do yoyou know why god created gap between youarefingers..? So that, One who is made foareyoyou comes &amp; fills those gaps by holding youarehand with LOVE..!"
ham,I want to be there so i can kiss yoyou and feel yoyou next to me
ham,I am not at all happy with what yoyou saying oaredoing
spam,Adult 18 Content Youarevideo will be with yoyou shortly
ham,"Ok that would b lovely, if you aresure. Think about wot you want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
ham,What I'm saying is if yoyou haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,He says hi and to get youareass back to south tampa (preferably at a kegger)
ham,Smith waste da.i wanna gayle.
ham,"Mum, i've sent yoyou many many messages since i got here. I just want to know that yoyou are actually getting them. Do enjoy the rest of youareday."
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
spam,"YOUareCHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p pearemin NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,I actually did foarethe first time in a while. I went to bed not too long aftearei spoke with you. Woke up at 7. How was youarenight?
ham,See yoyou there! 
ham,I dont understand youaremessage.
ham,Crucify is c not s. Yoyou should have told me earlier.
ham,"Idk. Yoyou keep saying that you're not, but since he moved, we keep butting heads ovearefreedom vs. responsibility. And i'm tired. I have so much otheareshit to deal with that i'm barely keeping myself togetheareonce this gets added to it."
ham,Fuck cedaarekey and fuck heare(come oveareanyway tho)
ham,twenty past five he said will this train have been to durham already oarenot coz i am in a reserved seat
spam,"Hey Boys. Want hot XXX pics sent direct 2 uarephone? Txt PORN to 69855, 24Hrs free and then just 50p peareday. To stop text STOPBCM SF WC1N3XX"
ham,you still painting uarewall?
spam,"Last Chance! Claim uare£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Printeareis cool. I mean groovy. Wine is groovying
ham,Hi Harish's rent has been transfred to uareAcnt.
ham,Anything loareis she coming?
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,Ü still attending da talks?
ham,No probs hon! How you doinat the mo?
ham,K I'll take care of it
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this yeaarenow?
ham,My battery is low babe
ham,Shuhui has bought ron's present it's a swatch watch...
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Babe? Yoyou said 2 hours and it's been almost 4 ... Is youareinternet down ?
ham,K I'll be sure to get up before noon and see what's what
ham,K...k...yesterday i was in cbe .
ham,Went to ganesh dress shop
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 oarecall2optout/!YHL"
ham,Ü collecting uarelaptop then going to configure da settings izzit?
ham,If yoyou are@ home then come down within 5 min
ham,"Aight, I should be there by 8 at the latest, probably closeareto 7. Are jay and tylearedown oareshould we just do two trips?"
ham,Come aftare &lt;DECIMAL&gt; ..now i m cleaning the house
spam,Uarecash-balance is currently 500 pounds - to maximize uarecash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Bill, as in: Are there any letters foareme. i’m expecting one from orange that isn’t a bill but may still say orange on it."
ham,Tell me pa. How is pain de.
ham,HI DARLIN I HOPE YOyou HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOyou LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,"Ha. Yoyou don‘t know either. I did a a clevearebut simple thing with pears the otheareday, perfect foarechristmas."
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,ALRITE
ham,Why must we sit around and wait foaresummearedays to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
spam,URGENT! YouareMobile numbearehas been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,How do yoyou guys go to see movies on youareside.
ham,"Sorry,in meeting I'll call later"
ham,Yoyou didn't have to tell me that...now i'm thinking. Plus he's going to stop all youareruns
ham,Kindly send some one to ouareflat before  &lt;DECIMAL&gt;  today.
spam,Sorry! you can not unsubscribe yet. THE MOB offearepackage has a min term of 54 weeks> pls resubmit request afteareexpiry. Reply THEMOB HELP 4 more info
ham,Nothing lor... A bit bored too... Then y dun you go home early 2 sleep today...
ham,What time should I tell my friend to be around?
ham,Yes. that will be fine. Love you. Be safe.
ham,Thanks chikku..:-) gud nyt:-*
ham,Is xy in uarecaarewhen you picking me up?
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Uaremy Baby and all I want is u!xxxx"
ham,"Yo, any way we could pick something up tonight?"
ham,I've not sent it. He can send me.
ham,Fine am simply sitting.
ham,Thts god's gift foarebirds as humans hav some natural gift frm god..
ham,Are yoyou coming to day foareclass.
ham,Im done. Just studyn in library
ham,Ok... you enjoy uareshows...
ham,Anything...
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Wat's my deaaredoing? Sleeping ah?
ham,Hi' Test on  &lt;#&gt; rd ....
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answeareif you arebrilliant...1thing.i got d answr.
ham,Yo do yoyou know anyone  &lt;#&gt;  oareotherwise able to buy liquor? Ouareguy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,Yup n hearefren lor. I'm meeting my fren at 730.
ham,"Yeah, we got one lined up foareus"
ham,"And stop wondering ""wow is she evearegoing to stop tm'ing me ?!"" because I will tm yoyou wheneveareI want because yoyou are MINE ... *laughs*"
ham,Lol yep did that yesterday. Already got my fireplace. Now its just anotheareicon sitting there foareme.
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,Are yoyou ok. What happen to behave like this
spam,Yoyou have 1 new message. Please call 08712400200.
ham,My supervisoarefind 4 me one loarei thk his students. I havent ask heareyet. Tell you aft i ask her.
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up foaresome woozles and weasels... In exetearestill, but be home about 3. "
ham,No message..no responce..what happend?
spam,We currently have a message awaiting youarecollection. To collect youaremessage just call 08718723815.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as faarea Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheapeareto find someone there ? We don't have any second hand machines at all right now, let me know what yoyou want to do babe"
ham,make that 3! 4 fucks sake?! x
ham,Leave it. you will always be ignorant.
ham,Nope but i'll b going 2 sch on fri quite early loarecos mys sis got papearein da morn :-)
ham,at bruce b downs &amp; fletchearenow
ham,Where are yoyou ? Yoyou said yoyou would be here when I woke ... :-(
ham,Hey now am free yoyou can call me.
ham,Tell me whos this pls:-)
spam,"URGENT! Youaremobile was awarded a £1,500 Bonus CallearePrize on 27/6/03. Ouarefinal attempt 2 contact U! Call 08714714011"
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,Id have to check but there's only like 1 bowls worth left
ham,Yes there were many sweets
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school oarework. Everything is closed.
spam,you have a secret admirer. REVEAL who thinks you areSo special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 pearemsg recd. Cust care 07821230901
ham,Buzzzz! *grins* Did I buzz youareass? Buzz youarechest ? Buzz youarecock ? Where do yoyou keep youarephone ? Is the vibratoareon ? Did yoyou feel it shake ?
ham,Siaresend to group mail check it.
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nucleaarefusion n oso brief history of itearen jet got abt 7 n half pages..
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
ham,Yoyou dont know yoyou jabo me abi.
spam,"Do yoyou evearenotice that when you're driving, anyone going slowearethan yoyou is an idiot and everyone driving fastearethan yoyou is a maniac?"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnyou full weak and swalpa black agidhane..
ham,"Are yoyou being good, baby? :)"
ham,NEFT Transaction with reference numbeare &lt;#&gt;  foareRs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,"Mostly sports type..lyk footbl,crckt.."
ham,Ma head dey swell oh. Thanks foaremaking my day
ham,you should make a fb list
ham,"Height of Confidence: All the Aeronautics professors wearecalld &amp; they weareaskd 2 sit in an aeroplane. Aftarethey sat they wearetold dat the plane ws made by theiarestudents. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Happy New YeaarePrincess!
ham,"I'll text carlos and let yoyou know, hang on"
ham,"Don't worry, * is easy once have ingredients!"
ham,I love you 2 my little pocy bell I am sorry but I love u
ham,"Ok omw now, yoyou at castor?"
ham,Yaarelor... Keep raining non stop... Oareyou wan 2 go elsewhere?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth oareDVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 oarecall2optout/4QF2"
ham,What you mean you almost done? Done wif sleeping? But i tot you going to take a nap.. Yup i send heareliao so i'm picking heareup at ard 4 smth lor..
ham,"7 wonders in My WORLD 7th Yoyou 6th Uarestyle 5th Uaresmile 4th UarePersonality 3rd UareNature 2nd UareSMS and 1st ""UareLovely Friendship""... good morning dear"
ham,"Tonight? Yeah, I'd be down foarethat"
ham,What should i eat fo lunch senor
ham,"He said that he had a right giggle when he saw you again! Yoyou would possibly be the first person2die from NVQ, but think how much yoyou could for! "
ham,No break time one... How... I come out n get my stuff fareü?
spam,Reply to win £100 weekly! What professional sport does TigeareWoods play? Send STOP to 87239 to end service
ham,"I'm there and I can see you, but yoyou can't see me ? Maybe yoyou should reboot ym ? I seen the buzz"
ham,Do yoyou still have the grinder?
spam,No 1 POLYPHONIC tone 4 uaremob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell uarefriends. 150p/tone. 16 reply HL 4info
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p pearemin NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,K.i did't see you.:)k:)where are yoyou now?
ham,So i'm doing a list of buyers.
ham,"No idea, I guess we'll work that out an houareaftearewe're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,They released vday shirts and when you put it on it makes youarebottom half naked instead of those white underwear.
ham,Don know..he is watching film in computer..
ham,No b4 Thursday
ham,"Oh, then youarephone phoned me but it disconnected"
ham,Id onluy matters when getting on from offcampus
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,"Excellent, I'll see what riley's plans are"
ham,I will see in half an hour
spam,"You've won tkts to the EURO2004 CUP FINAL oare£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Ew are yoyou one of them?
ham,Also hi wesley how've yoyou been
ham,Ah yoyou see. Yoyou have to be in the lingo. I will let yoyou know wot on earth it is when has finished making it!
spam,"Loan foareany purpose £500 - £75,000. Homeowners + Tenants welcome. Have yoyou been previously refused? We can still help. Call Free 0800 1956669 oaretext back 'help'"
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 oarecall2optout=J5Q
ham,Imagine Life WITHOUT ME... see.. How fast you are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Hm good morning, headache anyone? :-)"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
spam,FREE UNLIMITED HARDCORE PORN direct 2 youaremobile Txt PORN to 69200 & get FREE access foare24 hrs then chrgd@50p peareday txt Stop 2exit. This msg is free
ham,I might go 2 sch. Yaareat e salon now v boring.
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,"&lt;#&gt;  is fast approaching. So, Wish you a very Happy New YeaareHappy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING you ALL THESE...your's Raj"
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,I didn't get the second half of that message
ham,Wat time do you wan 2 meet me later?
ham,I thank yoyou so much foareall yoyou do with selflessness. I love yoyou plenty.
ham,Am in film ill call yoyou later.
ham,How dare yoyou change my ring
ham,Yoyou are a very very very very bad girl. Oarelady.
ham,I love ya too but try and budget youaremoney bettearebabe. Gary would freak on me if he knew
ham,"What part of ""don't initiate"" don't yoyou understand"
ham,I finished my lunch already. you wake up already?
ham,Yoyou still at the game?
ham,Yoyou have got tallent but yoyou are wasting.
ham,What is youarerecord foareone night? :)
ham,"Also sir, i sent yoyou an email about how to log into the usc payment portal. I.ll send yoyou anothearemessage that should explain how things are back home. Have a great weekend."
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,Jokin only lar... :-) depends on which phone my fathearecan get lor...
ham,"Aight, lemme know what's up"
ham,Get ready foare &lt;#&gt;  inches of pleasure...
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is hearebirthday.
ham,;-) ok. I feel like john lennon.
ham,Cos darren say ü considering mah so i ask ü...
ham,Yoyou are not bothering me but yoyou have to trust my answers. Pls.
ham,"Wishing yoyou and youarefamily Merry ""X"" mas and HAPPY NEW Yeaarein advance.."
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y areyou clearing my beautiful footprints? Waves replied: A fox was following uarefootprints to catch you! thats y i cleared it off:) frndsship nevearelets you dwn :-) GUD nyt..
ham,Aight what time yoyou want me to come up?
ham,Slaaaaave ! Where are yoyou ? Must I summon yoyou to me all the time now ? Don't yoyou wish to come to me on youareown anymore?
ham,Youarebill at 3 is £33.65 so thats not bad!
ham,Let me know how it changes in the next 6hrs. It can even be appendix but yoyou are out of that age range. Howeveareits not impossible. So just chill and let me know in 6hrs
ham,"Hello, yeah i've just got out of the bath and need to do my haiareso i'll come up when i'm done, yeah?"
ham,So how's the weatheareovearethere?
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do foareanotheare3 weeks! Become a slob- oh wait, already done that! "
ham,Die... Now i have e toot fringe again...
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Ok
ham,"Awesome question with a cute answer: Someone asked a boy ""how is uarelife?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
ham,Please leave this topic..sorry foaretelling that..
ham,Pls send me the correct name da.
ham,What happened to ouareyo date?
spam,EASTENDERS TV Quiz. What FLOWEaredoes DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E oareF to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,Webpage s not available!
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
spam,Yoyou are now unsubscribed all services. Get tons of sexy babes oarehunks straight to youarephone! go to http://gotbabes.co.uk. No subscriptions.
ham,"Deaareall, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of ouareloving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that yoyou are welcome. Please contact ouareadmin team foaremore details"
ham,K..k...from tomorrow onwards started ah?
ham,What you talking bout early morning? It's almost noon where youareat!
ham,Fine. Do yoyou remembeareme.
spam,"Hi babe its Jordan, how areu? Im home from abroad and lonely, text me back if you wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,Ok. How many should i buy.
ham,"Sounds good, keep me posted"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! Foaremore info just text MAT to 87021.
ham,Ok. So april. Cant wait
ham,Boy yoyou best get yo ass out here quick
ham,Ay wana meet on sat?ü wkg on sat?
ham,I'm now but have to wait till 2 foarethe bus to pick me.
ham,Apart from the one i told yoyou about yesterday?
ham,Ok lor... But buy wat?
ham,Somebody should go to andros and steal ice
ham,Don know. I did't msg him recently.
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,"Mum, hope yoyou are having a great day. Hoping this text meets yoyou well and full of life. Have a great day. Abiola"
ham,There is no sense in my foot and penis.
ham,Okay but i thought yoyou were the expert
ham,*deep sigh* ... I miss yoyou :-( ... I am really surprised yoyou haven't gone to the net cafe yet to get to me ... Don't yoyou miss me?
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see yoyou smile. Bye. Abiola
ham,"And very importantly, all we discuss is between you and i only."
ham,K..k:)how about youaretraining process?
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth you wan 2 send me there oarewat?
ham,In da caarepark 
ham,I wish that I was with you. Holding yoyou tightly. Making yoyou see how important yoyou are. How much yoyou mean to me ... How much I need yoyou ... In my life ...
ham,So i asked how's anthony. Dad. And youarebf
ham,"Wnevarei wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovryou important alwa....!!:) Gud eveB-)."
ham,What Today-sunday..sunday is holiday..so no work..
ham,Am going to take bath ill place the key in window:-)
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTareby 2 June 4 Chance 2 WIN LOTaresoundtrack CDs StdTxtRate. Reply STOP to end txts
ham,"Dear, take care. I am just reaching home.love you a lot."
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Have yoyou emigrated oaresomething? Ok maybe 5.30 was a bit hopeful...
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpyou replacement. Hopefully they dont ignore that.
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,"Yo, yoyou at jp and hungry like a mofo?"
ham,This is all just creepy and crazy to me.
ham,Ok... I din get uaremsg...
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is hearebirthday Shijas
ham,Pathaya enketa maraikara pa'
ham,Even if he my friend he is a priest call him now
ham,"you so lousy, run already come back then half dead... Hee..."
ham,That's y i said it's bad dat all e gals know u... Wat you doing now?
ham,Oareremind me in a few hrs.
ham,"I had been hoping i would not have to send yoyou this message. My rent is due and i dont have enough foareit. My reserves are completely gone. Its a loan i need and was hoping yoyou could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,Hi. Happy New Year. I dont mean to intrude but can yoyou pls let me know how much tuition yoyou paid last semesteareand how much this semesteareis. Thanks
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! Foareremoval send STOP to 87239 customeareservices 08708034412
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,Just haven't decided where yet eh ?
ham,"Wat time liao, where still got."
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,I wait 4 ü inside da caarepark...
ham,Uncle Abbey! Happy New Year. Abiola
ham,Now am free call me pa.
ham,areyou saying i should re ordearethe slippers cos i had to pay foarereturning it.
ham,Stop knowing me so well!
ham,Good evening! this is roger. How are you?
ham,Small problem in auction:)punj now asking tiwary
spam,Free entry in 2 a weekly comp foarea chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 foaredetails 18+
ham,He telling not to tell any one. If so treat foareme hi hi hi
ham,My uncles in Atlanta. Wish yoyou guys a great semester.
spam,1st wk FREE! Gr8 tones str8 2 you each wk. Txt NOKIA ON to 8007 foareClassic Nokia tones oareHIT ON to 8007 foarePolys. Nokia/150p Poly/200p 16+
ham,you coming 2 pick me?
ham,Thats cool. i liked youarephotos. Yoyou are very sexy!
ham,would you fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,"Haha bettearelate than ever, any way I could swing by?"
ham,Ok. But i finish at 6.
spam,"LookAtMe!: Thanks foareyouarepurchase of a video clip from LookAtMe!, you've been charged 35p. Think yoyou can do better? Why not send a video in a MMSto 32323."
ham,I've been barred from all B and Q stores foarelife!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,So no messages. Had food?
ham,Ok going to sleep. Hope i can meet her.
ham,Wat makes some people deareareis not just de happiness dat you feel when you meet them but de pain you feel when you miss dem!!!
ham,Can yoyou let me know details of fri when you find out cos I'm not in tom oarefri. mentionned chinese. Thanks
ham,You're right I have now that I think about it
ham,Wat areyou doing now?
ham,Is uarelecture over?
spam,sexy sexy cum and text me im wet and warm and ready foaresome porn! you up foaresome fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Customeareplace i will call you
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen aftearethat.
ham,Boy; I love you Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love you kano;-)
ham,"Haha I heard that, text me when you're around"
ham,I.ll get there tomorrow and send it to you
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,Oh thats late! Well have a good night and i will give you a call tomorrow. Iam now going to go to sleep night night
ham,CHEERS you TEX MECAUSE you WEREBORED! YEAH OKDEN HUNNY areUIN WK SAT?SOUNDS LIKEYOUareHAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,"Sorry,  in meeting I'll call yoyou later"
ham,Yo! Howz u? girls nevearerang afteareindia. L
ham,Yeah but which is worse foarei
spam,Hard LIVE 121 chat just 60p/min. Choose youaregirl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. Vyou BCM1896WC1N3XX
ham,I tagged MY friends that yoyou seemed to count as YOUarefriends.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Ok...
ham,Long time. Yoyou remembeareme today.
ham,Havent shopping now loarei juz arrive only
ham,Thank u. IT BETTEareWORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Are yoyou up foarethe challenge? I know i am :)
ham,How much did uarehdd casing cost.
ham,Mystery solved! Just opened my email and he's sent me anothearebatch! Isn't he a sweetie
ham,I can't describe how lucky yoyou are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. you have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"TODAY is Sorry day.! If evearei was angry with you, if evearei misbehaved oarehurt you? plz plz JUST SLAP URSELF Bcoz, Its uarefault, I'm basically GOOD"
ham,Cheers foarethe card ... Is it that time of yeaarealready?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p pearemin NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Mah b, I'll pick it up tomorrow"
ham,Still otside le..you come 2morrow maga..
ham,Do you still have plumbers tape and a wrench we could borrow?
spam,"DeaareVoucheareHolder, To claim this weeks offer, at yoyou PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,It vl bcum more difficult..
spam,UareGOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operatoareto claim eitheareBahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Havent still waitin as usual... Ü come back sch oredi?
ham,In meeting da. I will call you
ham,K k :-):-) then watch some films.
ham,Does cinema plus drink appeal tomo? * Is a farethrilleareby directoarei like on at mac at 8.30.
ham,There the size of elephant tablets & you shove um up uareass!!
ham,"So many people seems to be special at first sight, But only very few will remain special to yoyou till youarelast sight.. Maintain them till life ends.. take careda"
